site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
HIKB 03JUN22 2003.4716 52812 1224 0  178.3    296  0.222262  -4158776 -0.898997   107  0.294585  0.0550 0.000781 0.000911 0.003166  0.017408  0.060117  0.190307 -37.5610406546 -181.6966473026   107.29459
HIKB 03JUN23 2003.4743 52813 1224 1  178.3    296  0.222957  -4158776 -0.899714   107  0.290743  0.0550 0.000804 0.000938 0.003311  0.038367  0.090150  0.127479 -37.5610406610 -181.6966472947   107.29074
HIKB 03JUN24 2003.4771 52814 1224 2  178.3    296  0.224528  -4158776 -0.900138   107  0.286688  0.0550 0.000799 0.000960 0.003388  0.054451  0.094016  0.171238 -37.5610406648 -181.6966472769   107.28669
HIKB 03JUN25 2003.4798 52815 1224 3  178.3    296  0.226614  -4158776 -0.901361   107  0.300405  0.0550 0.000832 0.000954 0.003344  0.019253  0.075681  0.149208 -37.5610406759 -181.6966472533   107.30040
HIKB 03JUN26 2003.4825 52816 1224 4  178.3    296  0.226114  -4158776 -0.897639   107  0.295939  0.0550 0.000799 0.000947 0.003173  0.047490  0.084439  0.150389 -37.5610406423 -181.6966472590   107.29594
HIKB 03JUN27 2003.4853 52817 1224 5  178.3    296  0.222189  -4158776 -0.897654   107  0.295875  0.0550 0.000811 0.000951 0.003242  0.043349  0.083109  0.164012 -37.5610406425 -181.6966473034   107.29587
HIKB 03JUN28 2003.4880 52818 1224 6  178.3    296  0.223129  -4158776 -0.899691   107  0.295947  0.0550 0.000818 0.000987 0.003353  0.064875  0.089914  0.157855 -37.5610406608 -181.6966472928   107.29595
HIKB 03JUN29 2003.4908 52819 1225 0  178.3    296  0.223023  -4158776 -0.905401   107  0.283754  0.0550 0.000821 0.000978 0.003378  0.060990  0.119182  0.136105 -37.5610407123 -181.6966472939   107.28375
HIKB 03JUN30 2003.4935 52820 1225 1  178.3    296  0.227191  -4158776 -0.896502   107  0.290991  0.0550 0.000861 0.001001 0.003587  0.037125  0.130083  0.139193 -37.5610406321 -181.6966472468   107.29099
HIKB 03JUL01 2003.4962 52821 1225 2  178.3    296  0.225111  -4158776 -0.900478   107  0.286431  0.0550 0.000827 0.000977 0.003397  0.033165  0.080900  0.176682 -37.5610406679 -181.6966472703   107.28643
HIKB 03JUL02 2003.4990 52822 1225 3  178.3    296  0.220036  -4158776 -0.902040   107  0.294059  0.0550 0.000815 0.000954 0.003283  0.038317  0.085891  0.143557 -37.5610406820 -181.6966473278   107.29406
HIKB 03JUL03 2003.5017 52823 1225 4  178.3    296  0.224621  -4158776 -0.899326   107  0.287504  0.0550 0.000814 0.000996 0.003345  0.120448  0.125321  0.144360 -37.5610406575 -181.6966472759   107.28750
HIKB 03JUL04 2003.5044 52824 1225 5  178.3    296  0.221050  -4158776 -0.900768   107  0.301599  0.0550 0.000808 0.000978 0.003281  0.114107  0.121900  0.170082 -37.5610406705 -181.6966473163   107.30160
HIKB 03JUL05 2003.5072 52825 1225 6  178.3    296  0.224009  -4158776 -0.900626   107  0.296506  0.0550 0.000811 0.000976 0.003334  0.068140  0.121818  0.148853 -37.5610406692 -181.6966472828   107.29651
HIKB 03JUL06 2003.5099 52826 1226 0  178.3    296  0.223838  -4158776 -0.898463   107  0.294371  0.0550 0.000799 0.000933 0.003191  0.068505  0.091333  0.157370 -37.5610406497 -181.6966472847   107.29437
HIKB 03JUL07 2003.5127 52827 1226 1  178.3    296  0.222305  -4158776 -0.900899   107  0.278853  0.0550 0.000806 0.000943 0.003273  0.053374  0.084499  0.159301 -37.5610406717 -181.6966473021   107.27885
HIKB 03JUL08 2003.5154 52828 1226 2  178.3    296  0.223991  -4158776 -0.898621   107  0.291426  0.0550 0.000794 0.000931 0.003189  0.063287  0.090135  0.167209 -37.5610406512 -181.6966472830   107.29143
HIKB 03JUL09 2003.5181 52829 1226 3  178.3    296  0.221638  -4158776 -0.896478   107  0.290401  0.0550 0.000802 0.000942 0.003221  0.069413  0.085332  0.145881 -37.5610406319 -181.6966473096   107.29040
HIKB 03JUL10 2003.5209 52830 1226 4  178.3    296  0.224165  -4158776 -0.896993   107  0.289364  0.0550 0.000808 0.000943 0.003298  0.053510  0.091632  0.169977 -37.5610406365 -181.6966472810   107.28936
HIKB 03JUL11 2003.5236 52831 1226 5  178.3    296  0.224675  -4158776 -0.899615   107  0.289202  0.0550 0.000823 0.000945 0.003193  0.031080  0.069116  0.140649 -37.5610406601 -181.6966472752   107.28920
HIKB 03JUL12 2003.5264 52832 1226 6  178.3    296  0.224317  -4158776 -0.895701   107  0.293900  0.0550 0.000806 0.000937 0.003226  0.063403  0.101323  0.195493 -37.5610406249 -181.6966472793   107.29390
HIKB 03JUL13 2003.5291 52833 1227 0  178.3    296  0.223794  -4158776 -0.898029   107  0.290871  0.0550 0.000784 0.000911 0.003108  0.018879  0.021940  0.162884 -37.5610406458 -181.6966472852   107.29087
HIKB 03JUL14 2003.5318 52834 1227 1  178.3    296  0.221602  -4158776 -0.899211   107  0.288081  0.0550 0.000777 0.000905 0.003049  0.031327  0.078679  0.172420 -37.5610406565 -181.6966473100   107.28808
HIKB 03JUL15 2003.5346 52835 1227 2  178.3    296  0.223445  -4158776 -0.896898   107  0.289102  0.0550 0.000801 0.000944 0.003179  0.026370  0.080896  0.191621 -37.5610406356 -181.6966472892   107.28910
HIKB 03JUL16 2003.5373 52836 1227 3  178.3    296  0.223194  -4158776 -0.898487   107  0.293498  0.0550 0.000811 0.000925 0.003187  0.097198  0.103541  0.177392 -37.5610406500 -181.6966472920   107.29350
HIKB 03JUL17 2003.5400 52837 1227 4  178.3    296  0.226660  -4158776 -0.896802   107  0.285359  0.0550 0.000826 0.000975 0.003354 -0.041266  0.086730  0.210809 -37.5610406348 -181.6966472528   107.28536
HIKB 03JUL18 2003.5428 52838 1227 5  178.3    296  0.224659  -4158776 -0.895476   107  0.291268  0.0550 0.000793 0.000914 0.003088  0.066151  0.137272  0.168395 -37.5610406228 -181.6966472754   107.29127
HIKB 03JUL19 2003.5455 52839 1227 6  178.3    296  0.225345  -4158776 -0.894824   107  0.287900  0.0550 0.000774 0.000918 0.003087  0.004473  0.043819  0.136822 -37.5610406170 -181.6966472677   107.28790
HIKB 03JUL20 2003.5483 52840 1228 0  178.3    296  0.224192  -4158776 -0.897633   107  0.293203  0.0550 0.000801 0.000962 0.003183  0.002157  0.112983  0.165554 -37.5610406423 -181.6966472807   107.29320
HIKB 03JUL21 2003.5510 52841 1228 1  178.3    296  0.224713  -4158776 -0.899708   107  0.286980  0.0550 0.000909 0.001030 0.003583  0.063501  0.104353  0.222417 -37.5610406610 -181.6966472748   107.28698
HIKB 03JUL22 2003.5537 52842 1228 2  178.3    296  0.226794  -4158776 -0.898605   107  0.285027  0.0550 0.000856 0.000996 0.003364  0.100200  0.177823  0.202992 -37.5610406510 -181.6966472513   107.28503
HIKB 03JUL23 2003.5565 52843 1228 3  178.3    296  0.224888  -4158776 -0.897883   107  0.282611  0.0550 0.000847 0.000999 0.003403  0.063854  0.124632  0.213257 -37.5610406445 -181.6966472728   107.28261
HIKB 03JUL24 2003.5592 52844 1228 4  178.3    296  0.223867  -4158776 -0.896659   107  0.290446  0.0550 0.000816 0.000943 0.003203  0.021340  0.097637  0.153403 -37.5610406335 -181.6966472844   107.29045
HIKB 03JUL25 2003.5619 52845 1228 5  178.3    296  0.228739  -4158776 -0.899126   107  0.286149  0.0550 0.000781 0.000908 0.003110  0.019940  0.015682  0.209950 -37.5610406557 -181.6966472293   107.28615
HIKB 03JUL26 2003.5647 52846 1228 6  178.3    296  0.228783  -4158776 -0.900141   107  0.289874  0.0550 0.000753 0.000861 0.002935  0.023654  0.031573  0.203980 -37.5610406649 -181.6966472288   107.28987
HIKB 03JUL27 2003.5674 52847 1229 0  178.3    296  0.225202  -4158776 -0.898547   107  0.292964  0.0550 0.000781 0.000874 0.003037  0.021109  0.033880  0.192397 -37.5610406505 -181.6966472693   107.29296
HIKB 03JUL28 2003.5702 52848 1229 1  178.3    296  0.224992  -4158776 -0.898745   107  0.287341  0.0550 0.000762 0.000877 0.002971  0.013110  0.033391  0.180080 -37.5610406523 -181.6966472717   107.28734
HIKB 03JUL29 2003.5729 52849 1229 2  178.3    296  0.225306  -4158776 -0.897410   107  0.296361  0.0550 0.000789 0.000894 0.003141  0.019912  0.025434  0.226689 -37.5610406403 -181.6966472681   107.29636
HIKB 03JUL30 2003.5756 52850 1229 3  178.3    296  0.226816  -4158776 -0.897012   107  0.301191  0.0550 0.000754 0.000869 0.002953  0.026196  0.074174  0.180224 -37.5610406367 -181.6966472510   107.30119
HIKB 03JUL31 2003.5784 52851 1229 4  178.3    296  0.225376  -4158776 -0.899864   107  0.289694  0.0550 0.000761 0.000871 0.002948  0.030383  0.058142  0.179134 -37.5610406624 -181.6966472673   107.28969
HIKB 03AUG01 2003.5811 52852 1229 5  178.3    296  0.223574  -4158776 -0.896783   107  0.290791  0.0550 0.000806 0.000939 0.003302  0.028033  0.131476  0.160593 -37.5610406346 -181.6966472877   107.29079
HIKB 03AUG02 2003.5838 52853 1229 6  178.3    296  0.227213  -4158776 -0.897913   107  0.299823  0.0550 0.000768 0.000892 0.003126  0.048257  0.079604  0.238779 -37.5610406448 -181.6966472465   107.29982
HIKB 03AUG03 2003.5866 52854 1230 0  178.3    296  0.229688  -4158776 -0.901534   107  0.300422  0.0550 0.000778 0.000870 0.003123  0.056659  0.115150  0.225989 -37.5610406774 -181.6966472185   107.30042
HIKB 03AUG04 2003.5893 52855 1230 1  178.3    296  0.225606  -4158776 -0.894451   107  0.291671  0.0550 0.000749 0.000858 0.002944  0.045882  0.041384  0.211412 -37.5610406136 -181.6966472647   107.29167
HIKB 03AUG05 2003.5921 52856 1230 2  178.3    296  0.226884  -4158776 -0.897524   107  0.296812  0.0550 0.000756 0.000855 0.002985  0.001847  0.022137  0.209588 -37.5610406413 -181.6966472503   107.29681
HIKB 03AUG06 2003.5948 52857 1230 3  178.3    296  0.228093  -4158776 -0.896153   107  0.296071  0.0550 0.000732 0.000831 0.002816  0.008603  0.097148  0.173160 -37.5610406289 -181.6966472366   107.29607
HIKB 03AUG07 2003.5975 52858 1230 4  178.3    296  0.226224  -4158776 -0.900025   107  0.296514  0.0550 0.000734 0.000840 0.002905  0.013395  0.029114  0.201523 -37.5610406638 -181.6966472577   107.29651
HIKB 03AUG08 2003.6003 52859 1230 5  178.3    296  0.226258  -4158776 -0.897885   107  0.294602  0.0550 0.000755 0.000851 0.002966  0.001424  0.028058  0.198272 -37.5610406445 -181.6966472573   107.29460
HIKB 03AUG09 2003.6030 52860 1230 6  178.3    296  0.227376  -4158776 -0.897468   107  0.298716  0.0550 0.000728 0.000838 0.002892  0.003105  0.028096  0.230774 -37.5610406408 -181.6966472447   107.29872
HIKB 03AUG10 2003.6057 52861 1231 0  178.3    296  0.227265  -4158776 -0.896947   107  0.290333  0.0550 0.000746 0.000857 0.002943 -0.009753  0.031993  0.189992 -37.5610406361 -181.6966472459   107.29033
HIKB 03AUG11 2003.6085 52862 1231 1  178.3    296  0.226705  -4158776 -0.896542   107  0.296770  0.0550 0.000758 0.000860 0.003046  0.007856  0.086043  0.212185 -37.5610406324 -181.6966472523   107.29677
HIKB 03AUG12 2003.6112 52863 1231 2  178.3    296  0.225321  -4158776 -0.895105   107  0.307524  0.0550 0.000759 0.000873 0.003011  0.008040  0.071097  0.178824 -37.5610406195 -181.6966472679   107.30752
HIKB 03AUG13 2003.6140 52864 1231 3  178.3    296  0.227247  -4158776 -0.895748   107  0.298503  0.0550 0.000735 0.000843 0.002911  0.014935  0.049414  0.196663 -37.5610406253 -181.6966472461   107.29850
HIKB 03AUG14 2003.6167 52865 1231 4  178.3    296  0.223193  -4158776 -0.895968   107  0.291010  0.0550 0.000728 0.000839 0.002871  0.019882  0.070885  0.207168 -37.5610406273 -181.6966472920   107.29101
HIKB 03AUG15 2003.6194 52866 1231 5  178.3    296  0.226686  -4158776 -0.896806   107  0.299451  0.0550 0.000744 0.000848 0.002928 -0.000970  0.063565  0.176607 -37.5610406348 -181.6966472525   107.29945
HIKB 03AUG16 2003.6222 52867 1231 6  178.3    296  0.224482  -4158776 -0.895645   107  0.286432  0.0550 0.000760 0.000859 0.002973  0.061982  0.089708  0.168945 -37.5610406244 -181.6966472774   107.28643
HIKB 03AUG17 2003.6249 52868 1232 0  178.3    296  0.221805  -4158776 -0.897275   107  0.291692  0.0550 0.000727 0.000840 0.002878  0.018271  0.062624  0.197395 -37.5610406390 -181.6966473077   107.29169
HIKB 03AUG18 2003.6277 52869 1232 1  178.3    296  0.226297  -4158776 -0.897520   107  0.297239  0.0550 0.000734 0.000843 0.002871  0.054909  0.083874  0.160700 -37.5610406412 -181.6966472569   107.29724
HIKB 03AUG19 2003.6304 52870 1232 2  178.3    296  0.226709  -4158776 -0.895458   107  0.299811  0.0550 0.000785 0.000916 0.003156  0.075939  0.092214  0.159853 -37.5610406227 -181.6966472522   107.29981
HIKB 03AUG20 2003.6331 52871 1232 3  178.3    296  0.226122  -4158776 -0.894241   107  0.295502  0.0550 0.000804 0.000936 0.003328  0.044865  0.079155  0.217152 -37.5610406117 -181.6966472589   107.29550
HIKB 03AUG21 2003.6359 52872 1232 4  178.3    296  0.225741  -4158776 -0.895191   107  0.284140  0.0550 0.000785 0.000925 0.003252  0.034854  0.115352  0.194428 -37.5610406203 -181.6966472632   107.28414
HIKB 03AUG22 2003.6386 52873 1232 5  178.3    296  0.229890  -4158776 -0.894632   107  0.287675  0.0550 0.000794 0.000934 0.003269  0.054342  0.078707  0.203740 -37.5610406152 -181.6966472162   107.28768
HIKB 03AUG23 2003.6413 52874 1232 6  178.3    296  0.228606  -4158776 -0.898081   107  0.291749  0.0550 0.000772 0.000927 0.003166  0.038947  0.079897  0.186255 -37.5610406463 -181.6966472308   107.29175
HIKB 03AUG24 2003.6441 52875 1233 0  178.3    296  0.227563  -4158776 -0.899451   107  0.294235  0.0550 0.000774 0.000918 0.003186  0.053335  0.090986  0.216861 -37.5610406586 -181.6966472426   107.29423
HIKB 03AUG25 2003.6468 52876 1233 1  178.3    296  0.226623  -4158776 -0.898070   107  0.294151  0.0550 0.000767 0.000912 0.003081  0.049738  0.081763  0.164450 -37.5610406462 -181.6966472532   107.29415
HIKB 03AUG26 2003.6496 52877 1233 2  178.3    296  0.225826  -4158776 -0.898531   107  0.292349  0.0550 0.000771 0.000914 0.003136  0.044860  0.082641  0.171499 -37.5610406504 -181.6966472622   107.29235
HIKB 03AUG27 2003.6523 52878 1233 3  178.3    296  0.226361  -4158776 -0.896277   107  0.291890  0.0550 0.000789 0.000920 0.003213  0.054498  0.116529  0.186322 -37.5610406301 -181.6966472562   107.29189
HIKB 03AUG28 2003.6550 52879 1233 4  178.3    296  0.226184  -4158776 -0.897112   107  0.301253  0.0550 0.000786 0.000926 0.003144  0.072170  0.104989  0.149206 -37.5610406376 -181.6966472582   107.30125
HIKB 03AUG29 2003.6578 52880 1233 5  178.3    296  0.225765  -4158776 -0.898072   107  0.296513  0.0550 0.000773 0.000917 0.003147  0.050234  0.094569  0.193760 -37.5610406462 -181.6966472629   107.29651
HIKB 03AUG30 2003.6605 52881 1233 6  178.3    296  0.225607  -4158776 -0.895346   107  0.297054  0.0550 0.000795 0.000919 0.003231  0.070494  0.114270  0.190826 -37.5610406217 -181.6966472647   107.29705
HIKB 03AUG31 2003.6632 52882 1234 0  178.3    296  0.225235  -4158776 -0.900202   107  0.288884  0.0550 0.000765 0.000915 0.003112  0.051436  0.079664  0.173182 -37.5610406654 -181.6966472689   107.28888
HIKB 03SEP01 2003.6660 52883 1234 1  178.3    296  0.223202  -4158776 -0.899180   107  0.288477  0.0550 0.000812 0.000954 0.003327  0.082217  0.085765  0.195027 -37.5610406562 -181.6966472919   107.28848
HIKB 03SEP02 2003.6687 52884 1234 2  178.3    296  0.226285  -4158776 -0.894744   107  0.297768  0.0550 0.000803 0.000938 0.003307  0.065385  0.051843  0.170130 -37.5610406162 -181.6966472570   107.29777
HIKB 03SEP03 2003.6715 52885 1234 3  178.3    296  0.225240  -4158776 -0.898090   107  0.294642  0.0550 0.000787 0.000929 0.003197  0.067269  0.073339  0.172865 -37.5610406464 -181.6966472689   107.29464
HIKB 03SEP04 2003.6742 52886 1234 4  178.3    296  0.228556  -4158776 -0.896898   107  0.290126  0.0550 0.000793 0.000925 0.003256  0.051731  0.099763  0.190090 -37.5610406356 -181.6966472313   107.29013
HIKB 03SEP05 2003.6769 52887 1234 5  178.3    296  0.225983  -4158776 -0.896787   107  0.296955  0.0550 0.000776 0.000920 0.003154  0.048803  0.068018  0.174299 -37.5610406346 -181.6966472604   107.29696
HIKB 03SEP06 2003.6797 52888 1234 6  178.3    296  0.224902  -4158776 -0.893749   107  0.292259  0.0550 0.000771 0.000928 0.003158  0.033270  0.085267  0.171767 -37.5610406073 -181.6966472727   107.29226
HIKB 03SEP07 2003.6824 52889 1235 0  178.3    296  0.225089  -4158776 -0.895743   107  0.285261  0.0550 0.000858 0.000996 0.003436 -0.024003  0.063497  0.141710 -37.5610406252 -181.6966472706   107.28526
HIKB 03SEP08 2003.6851 52890 1235 1  178.3    296  0.225424  -4158776 -0.895343   107  0.299273  0.0550 0.000815 0.001010 0.003334  0.079961  0.066838  0.201216 -37.5610406216 -181.6966472668   107.29927
HIKB 03SEP09 2003.6879 52891 1235 2  178.3    296  0.227284  -4158776 -0.894745   107  0.298710  0.0550 0.000825 0.001006 0.003389  0.058317  0.133794  0.186347 -37.5610406162 -181.6966472457   107.29871
HIKB 03SEP10 2003.6906 52892 1235 3  178.3    296  0.225319  -4158776 -0.894829   107  0.289393  0.0550 0.000870 0.000998 0.003468 -0.010313  0.052952  0.137520 -37.5610406170 -181.6966472680   107.28939
HIKB 03SEP11 2003.6934 52893 1235 4  178.3    296  0.225296  -4158776 -0.894338   107  0.286697  0.0550 0.000815 0.001008 0.003253  0.068803  0.072235  0.197113 -37.5610406126 -181.6966472682   107.28670
HIKB 03SEP12 2003.6961 52894 1235 5  178.3    296  0.224449  -4158776 -0.895457   107  0.292524  0.0550 0.000805 0.000973 0.003245 -0.026815  0.096048  0.123928 -37.5610406227 -181.6966472778   107.29252
HIKB 03SEP13 2003.6988 52895 1235 6  178.3    296  0.226407  -4158776 -0.895113   107  0.294546  0.0550 0.000886 0.001002 0.003405 -0.031445  0.048087  0.138409 -37.5610406196 -181.6966472557   107.29455
HIKB 03SEP14 2003.7016 52896 1236 0  178.3    296  0.225645  -4158776 -0.896158   107  0.287636  0.0550 0.000831 0.001004 0.003439  0.007867  0.028728  0.244319 -37.5610406290 -181.6966472643   107.28764
HIKB 03SEP15 2003.7043 52897 1236 1  178.3    296  0.226046  -4158776 -0.894915   107  0.296594  0.0550 0.000807 0.000960 0.003177  0.023471  0.073482  0.153588 -37.5610406178 -181.6966472597   107.29659
HIKB 03SEP16 2003.7070 52898 1236 2  178.3    296  0.226715  -4158776 -0.895635   107  0.280116  0.0550 0.000791 0.000939 0.003241 -0.005755  0.043507  0.183767 -37.5610406243 -181.6966472522   107.28012
HIKB 03SEP17 2003.7098 52899 1236 3  178.3    296  0.222446  -4158776 -0.897114   107  0.282112  0.0550 0.000807 0.000962 0.003313  0.015337  0.091673  0.188916 -37.5610406376 -181.6966473005   107.28211
