site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
NLSN 04FEB09 2004.1068 53044 1257 1  173.4   2829  0.988720  -4560952 -0.782719   302  0.176740  0.0550 0.000872 0.001057 0.003615  0.153410  0.193035  0.231258 -41.1835069691 -186.5662700666   302.17674
NLSN 04FEB10 2004.1095 53045 1257 2  173.4   2829  0.986871  -4560952 -0.780629   302  0.180236  0.0550 0.000769 0.000916 0.003154  0.116227  0.193171  0.233623 -41.1835069503 -186.5662700886   302.18024
NLSN 04FEB11 2004.1123 53046 1257 3  173.4   2829  0.986409  -4560952 -0.779426   302  0.168950  0.0550 0.000763 0.000907 0.003101  0.128134  0.200436  0.246832 -41.1835069395 -186.5662700941   302.16895
NLSN 04FEB12 2004.1150 53047 1257 4  173.4   2829  0.985772  -4560952 -0.779904   302  0.175534  0.0550 0.000741 0.000930 0.003052  0.124226  0.143167  0.278406 -41.1835069438 -186.5662701017   302.17553
NLSN 04FEB13 2004.1177 53048 1257 5  173.4   2829  0.985878  -4560952 -0.779571   302  0.166859  0.0550 0.000769 0.000953 0.003223  0.099310  0.141669  0.289042 -41.1835069408 -186.5662701005   302.16686
NLSN 04FEB14 2004.1205 53049 1257 6  173.4   2829  0.989224  -4560952 -0.780769   302  0.168979  0.0550 0.000764 0.000934 0.003148  0.139407  0.187255  0.266775 -41.1835069516 -186.5662700606   302.16898
NLSN 04FEB15 2004.1232 53050 1258 0  173.4   2829  0.986655  -4560952 -0.779931   302  0.172403  0.0550 0.000772 0.000965 0.003134  0.113998  0.128445  0.252654 -41.1835069440 -186.5662700912   302.17240
NLSN 04FEB16 2004.1259 53051 1258 1  173.4   2829  0.985275  -4560952 -0.778478   302  0.176068  0.0550 0.000780 0.000940 0.003214  0.100264  0.162529  0.245488 -41.1835069309 -186.5662701077   302.17607
NLSN 04FEB17 2004.1287 53052 1258 2  173.4   2829  0.982927  -4560952 -0.778442   302  0.173606  0.0550 0.000752 0.000932 0.003105  0.107102  0.163251  0.254542 -41.1835069306 -186.5662701356   302.17361
NLSN 04FEB18 2004.1314 53053 1258 3  173.4   2829  0.987387  -4560952 -0.776427   302  0.188802  0.0550 0.000753 0.000944 0.003171  0.109208  0.152093  0.270009 -41.1835069125 -186.5662700825   302.18880
