site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
WGTN 96JUN10 1996.4408 50244  857 1  174.8    493  0.553360  -4576495 -0.589720    26  0.055827  0.0017 0.001068 0.001284 0.004318 -0.016497  0.006490  0.157491 -41.3234581076 -185.1941048918    26.05583
WGTN 96JUN11 1996.4435 50245  857 2  174.8    493  0.557865  -4576495 -0.598519    26  0.069691  0.0017 0.000911 0.001113 0.003750 -0.044568 -0.040912  0.153519 -41.3234581868 -185.1941048380    26.06969
WGTN 96JUN12 1996.4463 50246  857 3  174.8    493  0.556012  -4576495 -0.594729    26  0.066742  0.0017 0.000882 0.001108 0.003713 -0.054761 -0.018988  0.127784 -41.3234581527 -185.1941048601    26.06674
WGTN 96JUN13 1996.4490 50247  857 4  174.8    493  0.554062  -4576495 -0.588975    26  0.061292  0.0017 0.000881 0.001083 0.003651 -0.035370 -0.018635  0.126402 -41.3234581009 -185.1941048834    26.06129
WGTN 96JUN14 1996.4517 50248  857 5  174.8    493  0.556520  -4576495 -0.591837    26  0.061059  0.0017 0.000871 0.001063 0.003577 -0.019093 -0.008575  0.136219 -41.3234581266 -185.1941048540    26.06106
WGTN 96JUN15 1996.4545 50249  857 6  174.8    493  0.554208  -4576495 -0.590322    26  0.062435  0.0017 0.000903 0.001108 0.003755 -0.067393 -0.018048  0.153364 -41.3234581130 -185.1941048816    26.06243
WGTN 96JUN16 1996.4572 50250  858 0  174.8    493  0.553449  -4576495 -0.592307    26  0.060734  0.0017 0.000862 0.001091 0.003630 -0.042576 -0.023652  0.141121 -41.3234581309 -185.1941048907    26.06073
WGTN 96JUN17 1996.4600 50251  858 1  174.8    493  0.554267  -4576495 -0.590736    26  0.064921  0.0017 0.000879 0.001075 0.003599 -0.016768 -0.023895  0.144866 -41.3234581167 -185.1941048809    26.06492
WGTN 96JUN18 1996.4627 50252  858 2  174.8    493  0.549903  -4576495 -0.590307    26  0.062362  0.0017 0.000910 0.001117 0.003792 -0.020694 -0.027671  0.132919 -41.3234581128 -185.1941049331    26.06236
WGTN 96JUN21 1996.4709 50255  858 5  174.8    493  0.551528  -4576495 -0.591495    26  0.057198  0.0017 0.000850 0.001061 0.003485 -0.019269 -0.018464  0.088487 -41.3234581235 -185.1941049137    26.05720
WGTN 96JUN22 1996.4736 50256  858 6  174.8    493  0.547719  -4576495 -0.591960    26  0.063140  0.0017 0.000868 0.001074 0.003617 -0.026720 -0.051730  0.116968 -41.3234581277 -185.1941049591    26.06314
WGTN 96JUN23 1996.4764 50257  859 0  174.8    493  0.548498  -4576495 -0.589443    26  0.060803  0.0017 0.000844 0.001053 0.003470 -0.015215 -0.013522  0.096960 -41.3234581051 -185.1941049498    26.06080
WGTN 96JUN24 1996.4791 50258  859 1  174.8    493  0.552497  -4576495 -0.589739    26  0.076360  0.0017 0.000864 0.001054 0.003555 -0.018717 -0.017144  0.115735 -41.3234581077 -185.1941049021    26.07636
WGTN 96JUN25 1996.4819 50259  859 2  174.8    493  0.554787  -4576495 -0.588771    26  0.067608  0.0017 0.000844 0.001051 0.003472 -0.013470 -0.014173  0.107779 -41.3234580990 -185.1941048747    26.06761
WGTN 96JUN26 1996.4846 50260  859 3  174.8    493  0.549331  -4576495 -0.589050    26  0.061927  0.0017 0.000899 0.001107 0.003728 -0.030294 -0.006504  0.127962 -41.3234581015 -185.1941049399    26.06193
WGTN 96JUN30 1996.4956 50264  860 0  174.8    493  0.552813  -4576495 -0.588113    26  0.066246  0.0017 0.000875 0.001058 0.003611 -0.031592 -0.028339  0.129317 -41.3234580931 -185.1941048983    26.06625
WGTN 96JUL01 1996.4983 50265  860 1  174.8    493  0.551085  -4576495 -0.585689    26  0.079881  0.0017 0.000851 0.001046 0.003472 -0.009085 -0.003332  0.133005 -41.3234580713 -185.1941049189    26.07988
WGTN 96JUL02 1996.5010 50266  860 2  174.8    493  0.551092  -4576495 -0.585302    26  0.066878  0.0017 0.000866 0.001081 0.003570  0.015078  0.002390  0.122919 -41.3234580678 -185.1941049189    26.06688
WGTN 96JUL03 1996.5038 50267  860 3  174.8    493  0.547494  -4576495 -0.588707    26  0.074531  0.0017 0.000888 0.001111 0.003700 -0.025543 -0.028100  0.082719 -41.3234580984 -185.1941049618    26.07453
WGTN 96JUL04 1996.5065 50268  860 4  174.8    493  0.551384  -4576495 -0.588662    26  0.060515  0.0017 0.000855 0.001071 0.003532 -0.023088 -0.004393  0.121391 -41.3234580980 -185.1941049154    26.06051
WGTN 96JUL05 1996.5092 50269  860 5  174.8    493  0.552286  -4576495 -0.586219    26  0.064056  0.0017 0.000859 0.001054 0.003514 -0.030682 -0.008125  0.094888 -41.3234580760 -185.1941049046    26.06406
WGTN 96JUL06 1996.5120 50270  860 6  174.8    493  0.550772  -4576495 -0.586753    26  0.058204  0.0017 0.000852 0.001045 0.003457 -0.039363 -0.006100  0.114537 -41.3234580808 -185.1941049227    26.05820
WGTN 96JUL07 1996.5147 50271  861 0  174.8    493  0.549403  -4576495 -0.586327    26  0.052620  0.0017 0.000838 0.001035 0.003396 -0.024382  0.000565  0.131589 -41.3234580770 -185.1941049390    26.05262
WGTN 96JUL08 1996.5175 50272  861 1  174.8    493  0.551358  -4576495 -0.587833    26  0.054136  0.0017 0.000880 0.001064 0.003526 -0.018922 -0.009903  0.139252 -41.3234580906 -185.1941049157    26.05414
WGTN 96JUL09 1996.5202 50273  861 2  174.8    493  0.549998  -4576495 -0.586578    26  0.054892  0.0017 0.000884 0.001062 0.003520 -0.010773  0.013948  0.123097 -41.3234580793 -185.1941049319    26.05489
WGTN 96JUL10 1996.5229 50274  861 3  174.8    493  0.553337  -4576495 -0.584983    26  0.064433  0.0017 0.000873 0.001079 0.003559 -0.057078 -0.013703  0.135840 -41.3234580649 -185.1941048921    26.06443
WGTN 96JUL11 1996.5257 50275  861 4  174.8    493  0.551544  -4576495 -0.582646    26  0.069755  0.0017 0.000854 0.001039 0.003475 -0.026811 -0.015723  0.134113 -41.3234580439 -185.1941049135    26.06975
WGTN 96JUL12 1996.5284 50276  861 5  174.8    493  0.554250  -4576495 -0.583421    26  0.060291  0.0017 0.001060 0.001224 0.004303  0.018899  0.056552  0.103953 -41.3234580508 -185.1941048811    26.06029
WGTN 96JUL17 1996.5421 50281  862 3  174.8    493  0.548473  -4576495 -0.583828    26  0.063111  0.0017 0.000895 0.001102 0.003596 -0.035833 -0.001128  0.128985 -41.3234580545 -185.1941049501    26.06311
WGTN 96JUL18 1996.5448 50282  862 4  174.8    493  0.548635  -4576495 -0.586888    26  0.057382  0.0017 0.000856 0.001062 0.003507 -0.024665  0.018562  0.122989 -41.3234580821 -185.1941049482    26.05738
WGTN 96JUL19 1996.5476 50283  862 5  174.8    493  0.553649  -4576495 -0.586159    26  0.060679  0.0017 0.000853 0.001034 0.003462 -0.016555  0.005918  0.139736 -41.3234580755 -185.1941048883    26.06068
WGTN 96JUL20 1996.5503 50284  862 6  174.8    493  0.550699  -4576495 -0.586762    26  0.056188  0.0017 0.000874 0.001043 0.003551 -0.024317  0.016895  0.149223 -41.3234580809 -185.1941049236    26.05619
WGTN 96JUL21 1996.5530 50285  863 0  174.8    493  0.552603  -4576495 -0.586040    26  0.064313  0.0017 0.000878 0.001058 0.003612 -0.041589  0.003447  0.140998 -41.3234580744 -185.1941049008    26.06431
WGTN 96JUL22 1996.5558 50286  863 1  174.8    493  0.546567  -4576495 -0.581406    26  0.067172  0.0017 0.000875 0.001083 0.003600 -0.004112  0.038981  0.127328 -41.3234580327 -185.1941049729    26.06717
WGTN 96JUL23 1996.5585 50287  863 2  174.8    493  0.555922  -4576495 -0.588439    26  0.057914  0.0017 0.000862 0.001037 0.003489 -0.010396  0.030535  0.130610 -41.3234580960 -185.1941048612    26.05791
WGTN 96JUL24 1996.5613 50288  863 3  174.8    493  0.553334  -4576495 -0.585845    26  0.053914  0.0017 0.000886 0.001069 0.003605 -0.028812 -0.001188  0.141544 -41.3234580727 -185.1941048921    26.05391
WGTN 96JUL25 1996.5640 50289  863 4  174.8    493  0.545287  -4576495 -0.589065    26  0.053780  0.0017 0.000901 0.001101 0.003676 -0.009058 -0.012271  0.119034 -41.3234581017 -185.1941049882    26.05378
WGTN 96JUL26 1996.5667 50290  863 5  174.8    493  0.547287  -4576495 -0.584302    26  0.054409  0.0017 0.000868 0.001074 0.003556 -0.027977 -0.010951  0.145722 -41.3234580588 -185.1941049643    26.05441
WGTN 96JUL27 1996.5695 50291  863 6  174.8    493  0.550109  -4576495 -0.581101    26  0.051544  0.0017 0.000880 0.001056 0.003565 -0.037487 -0.052045  0.160292 -41.3234580300 -185.1941049306    26.05154
WGTN 96JUL28 1996.5722 50292  864 0  174.8    493  0.545926  -4576495 -0.584277    26  0.052867  0.0017 0.000863 0.001042 0.003497 -0.025412  0.032276  0.136292 -41.3234580586 -185.1941049806    26.05287
WGTN 96JUL29 1996.5749 50293  864 1  174.8    493  0.550809  -4576495 -0.584262    26  0.066825  0.0017 0.000853 0.001046 0.003503 -0.003693  0.002173  0.137033 -41.3234580584 -185.1941049222    26.06682
WGTN 96JUL30 1996.5777 50294  864 2  174.8    493  0.548418  -4576495 -0.586257    26  0.057047  0.0017 0.000864 0.001044 0.003502 -0.034616  0.000792  0.125602 -41.3234580764 -185.1941049508    26.05705
WGTN 96JUL31 1996.5804 50295  864 3  174.8    493  0.549104  -4576495 -0.586039    26  0.056642  0.0017 0.000856 0.001048 0.003498 -0.018247  0.011278  0.118504 -41.3234580744 -185.1941049426    26.05664
WGTN 96AUG01 1996.5832 50296  864 4  174.8    493  0.550547  -4576495 -0.587831    26  0.060070  0.0017 0.000853 0.001051 0.003538 -0.010228 -0.029280  0.134152 -41.3234580906 -185.1941049254    26.06007
WGTN 96AUG02 1996.5859 50297  864 5  174.8    493  0.542222  -4576495 -0.594602    26  0.055921  0.0017 0.000908 0.001078 0.003722 -0.038331 -0.028197  0.150977 -41.3234581515 -185.1941050248    26.05592
WGTN 96AUG03 1996.5886 50298  864 6  174.8    493  0.544756  -4576495 -0.585793    26  0.056105  0.0017 0.000856 0.001033 0.003490 -0.029404 -0.006643  0.157241 -41.3234580722 -185.1941049945    26.05611
WGTN 96AUG04 1996.5914 50299  865 0  174.8    493  0.539680  -4576495 -0.583881    26  0.061389  0.0017 0.000902 0.001115 0.003770 -0.028486  0.011515  0.117288 -41.3234580550 -185.1941050552    26.06139
WGTN 96AUG05 1996.5941 50300  865 1  174.8    493  0.540289  -4576495 -0.587198    26  0.046044  0.0017 0.000910 0.001085 0.003706 -0.012160  0.031216  0.158903 -41.3234580849 -185.1941050479    26.04604
WGTN 96AUG06 1996.5969 50301  865 2  174.8    493  0.547104  -4576495 -0.585165    26  0.073186  0.0017 0.000920 0.001118 0.003727  0.026327  0.014244  0.135408 -41.3234580665 -185.1941049665    26.07319
WGTN 96AUG07 1996.5996 50302  865 3  174.8    493  0.546179  -4576495 -0.584326    26  0.057323  0.0017 0.000870 0.001072 0.003531 -0.041795 -0.000894  0.137896 -41.3234580590 -185.1941049775    26.05732
WGTN 96AUG08 1996.6023 50303  865 4  174.8    493  0.546155  -4576495 -0.585675    26  0.053303  0.0017 0.000872 0.001076 0.003580 -0.046666  0.011379  0.141746 -41.3234580711 -185.1941049778    26.05330
WGTN 96AUG09 1996.6051 50304  865 5  174.8    493  0.538964  -4576495 -0.585622    26  0.067736  0.0017 0.000852 0.001054 0.003440 -0.014612 -0.005565  0.099743 -41.3234580707 -185.1941050637    26.06774
WGTN 96AUG10 1996.6078 50305  865 6  174.8    493  0.546237  -4576495 -0.583333    26  0.056783  0.0017 0.000849 0.001028 0.003426 -0.003015  0.026557  0.105791 -41.3234580500 -185.1941049768    26.05678
WGTN 96AUG11 1996.6105 50306  866 0  174.8    493  0.544350  -4576495 -0.583197    26  0.062330  0.0017 0.000843 0.001027 0.003407 -0.000432  0.003185  0.106411 -41.3234580488 -185.1941049994    26.06233
WGTN 96AUG12 1996.6133 50307  866 1  174.8    493  0.545944  -4576495 -0.584863    26  0.065646  0.0017 0.000842 0.001037 0.003408  0.007013  0.005340  0.109513 -41.3234580638 -185.1941049804    26.06565
WGTN 96AUG13 1996.6160 50308  866 2  174.8    493  0.543759  -4576495 -0.586622    26  0.063407  0.0017 0.000840 0.001037 0.003384 -0.011998 -0.005762  0.104700 -41.3234580797 -185.1941050064    26.06341
WGTN 96AUG14 1996.6188 50309  866 3  174.8    493  0.547814  -4576495 -0.585303    26  0.057264  0.0017 0.000865 0.001043 0.003484 -0.011134  0.001893  0.130541 -41.3234580678 -185.1941049580    26.05726
WGTN 96AUG15 1996.6215 50310  866 4  174.8    493  0.544137  -4576495 -0.580915    26  0.063146  0.0017 0.000846 0.001030 0.003442 -0.001542  0.000839  0.103386 -41.3234580283 -185.1941050019    26.06315
WGTN 96AUG16 1996.6242 50311  866 5  174.8    493  0.543127  -4576495 -0.582315    26  0.057901  0.0017 0.000881 0.001082 0.003539  0.004371 -0.022358  0.126537 -41.3234580409 -185.1941050140    26.05790
WGTN 96AUG17 1996.6270 50312  866 6  174.8    493  0.542387  -4576495 -0.582961    26  0.059604  0.0017 0.000841 0.001033 0.003424  0.005625  0.003316  0.089540 -41.3234580467 -185.1941050228    26.05960
WGTN 96AUG18 1996.6297 50313  867 0  174.8    493  0.547783  -4576495 -0.581003    26  0.058743  0.0017 0.000851 0.001042 0.003436 -0.014975 -0.000813  0.104100 -41.3234580291 -185.1941049584    26.05874
WGTN 96AUG19 1996.6324 50314  867 1  174.8    493  0.545305  -4576495 -0.582700    26  0.062702  0.0017 0.000960 0.001145 0.003828 -0.061054 -0.052223  0.111507 -41.3234580444 -185.1941049880    26.06270
WGTN 96AUG20 1996.6352 50315  867 2  174.8    493  0.546915  -4576495 -0.582125    26  0.048579  0.0017 0.000923 0.001093 0.003719 -0.076641 -0.035805  0.137221 -41.3234580392 -185.1941049687    26.04858
WGTN 96AUG21 1996.6379 50316  867 3  174.8    493  0.550397  -4576495 -0.584190    26  0.050949  0.0017 0.000919 0.001135 0.003752 -0.022433 -0.004614  0.120247 -41.3234580578 -185.1941049272    26.05095
WGTN 96AUG22 1996.6407 50317  867 4  174.8    493  0.546556  -4576495 -0.582847    26  0.064626  0.0017 0.000845 0.001029 0.003431 -0.001715  0.014421  0.116468 -41.3234580457 -185.1941049730    26.06463
WGTN 96AUG23 1996.6434 50318  867 5  174.8    493  0.546385  -4576495 -0.582261    26  0.063718  0.0017 0.000850 0.001040 0.003432 -0.006486  0.007825  0.123540 -41.3234580404 -185.1941049751    26.06372
WGTN 96AUG24 1996.6461 50319  867 6  174.8    493  0.543260  -4576495 -0.579733    26  0.063918  0.0017 0.000889 0.001095 0.003696 -0.006293  0.016085  0.141116 -41.3234580176 -185.1941050124    26.06392
WGTN 96AUG25 1996.6489 50320  868 0  174.8    493  0.541958  -4576495 -0.582725    26  0.062888  0.0017 0.000835 0.001024 0.003407 -0.005147  0.021183  0.120217 -41.3234580446 -185.1941050280    26.06289
WGTN 96AUG26 1996.6516 50321  868 1  174.8    493  0.538332  -4576495 -0.580982    26  0.052821  0.0017 0.000865 0.001072 0.003607  0.030295  0.022032  0.104747 -41.3234580289 -185.1941050713    26.05282
WGTN 96AUG27 1996.6543 50322  868 2  174.8    493  0.542516  -4576495 -0.579845    26  0.058159  0.0017 0.000855 0.001066 0.003527  0.018959  0.035591  0.104498 -41.3234580186 -185.1941050213    26.05816
WGTN 96AUG28 1996.6571 50323  868 3  174.8    493  0.540829  -4576495 -0.583053    26  0.054822  0.0017 0.000842 0.001034 0.003428 -0.016891  0.005760  0.124070 -41.3234580475 -185.1941050414    26.05482
WGTN 96AUG29 1996.6598 50324  868 4  174.8    493  0.541951  -4576495 -0.580043    26  0.066950  0.0017 0.000879 0.001128 0.003660  0.026475  0.013233  0.080373 -41.3234580204 -185.1941050280    26.06695
WGTN 96AUG30 1996.6626 50325  868 5  174.8    493  0.539799  -4576495 -0.574149    26  0.069610  0.0017 0.000876 0.001097 0.003604 -0.000560  0.035041  0.115304 -41.3234579674 -185.1941050538    26.06961
WGTN 96AUG31 1996.6653 50326  868 6  174.8    493  0.539734  -4576495 -0.577833    26  0.058716  0.0017 0.000855 0.001052 0.003474 -0.019289  0.006595  0.117209 -41.3234580005 -185.1941050545    26.05872
WGTN 96SEP01 1996.6680 50327  869 0  174.8    493  0.540753  -4576495 -0.577528    26  0.062080  0.0017 0.000852 0.001041 0.003443 -0.005496  0.003415  0.110160 -41.3234579978 -185.1941050424    26.06208
WGTN 96SEP02 1996.6708 50328  869 1  174.8    493  0.547198  -4576495 -0.580459    26  0.065264  0.0017 0.000852 0.001036 0.003428 -0.003712  0.029295  0.126421 -41.3234580242 -185.1941049654    26.06526
WGTN 96SEP03 1996.6735 50329  869 2  174.8    493  0.540357  -4576495 -0.577261    26  0.047312  0.0017 0.000910 0.001074 0.003610 -0.026714  0.015700  0.150617 -41.3234579954 -185.1941050471    26.04731
WGTN 96SEP04 1996.6762 50330  869 3  174.8    493  0.544030  -4576495 -0.584607    26  0.058423  0.0017 0.000904 0.001078 0.003703 -0.042982  0.040505  0.158560 -41.3234580615 -185.1941050032    26.05842
WGTN 96SEP05 1996.6790 50331  869 4  174.8    493  0.543595  -4576495 -0.577943    26  0.060162  0.0017 0.000880 0.001058 0.003541 -0.032881  0.043053  0.093021 -41.3234580015 -185.1941050084    26.06016
WGTN 96SEP06 1996.6817 50332  869 5  174.8    493  0.541393  -4576495 -0.581341    26  0.069741  0.0017 0.000876 0.001091 0.003520 -0.027756 -0.003316  0.110316 -41.3234580321 -185.1941050347    26.06974
WGTN 96SEP07 1996.6845 50333  869 6  174.8    493  0.535910  -4576495 -0.580278    26  0.048194  0.0017 0.000865 0.001038 0.003483 -0.014134  0.032172  0.142826 -41.3234580225 -185.1941051002    26.04819
WGTN 96SEP08 1996.6872 50334  870 0  174.8    493  0.538735  -4576495 -0.577990    26  0.049514  0.0017 0.000875 0.001062 0.003525 -0.015607  0.010986  0.135607 -41.3234580019 -185.1941050665    26.04951
WGTN 96SEP09 1996.6899 50335  870 1  174.8    493  0.543904  -4576495 -0.580892    26  0.050065  0.0017 0.000963 0.001152 0.004036 -0.019915  0.039422  0.165955 -41.3234580281 -185.1941050047    26.05007
WGTN 96SEP10 1996.6927 50336  870 2  174.8    493  0.540584  -4576495 -0.580637    26  0.055454  0.0017 0.000910 0.001108 0.003717  0.011563  0.065386  0.145928 -41.3234580258 -185.1941050444    26.05545
WGTN 96SEP11 1996.6954 50337  870 3  174.8    493  0.543368  -4576495 -0.578336    26  0.052996  0.0017 0.000925 0.001131 0.003681  0.051690  0.023836  0.121417 -41.3234580051 -185.1941050111    26.05300
WGTN 96SEP12 1996.6982 50338  870 4  174.8    493  0.544802  -4576495 -0.573368    26  0.061542  0.0017 0.000872 0.001058 0.003499 -0.016741  0.039077  0.117002 -41.3234579603 -185.1941049940    26.06154
WGTN 96SEP13 1996.7009 50339  870 5  174.8    493  0.529863  -4576495 -0.576822    26  0.056952  0.0017 0.000892 0.001097 0.003707 -0.016387  0.047986  0.108690 -41.3234579914 -185.1941051724    26.05695
WGTN 96SEP14 1996.7036 50340  870 6  174.8    493  0.536479  -4576495 -0.577017    26  0.052579  0.0017 0.000895 0.001066 0.003616 -0.038868  0.034946  0.149940 -41.3234579932 -185.1941050934    26.05258
WGTN 96SEP15 1996.7064 50341  871 0  174.8    493  0.540189  -4576495 -0.577310    26  0.054306  0.0017 0.000887 0.001050 0.003531 -0.043991  0.021433  0.144967 -41.3234579958 -185.1941050491    26.05431
WGTN 96SEP16 1996.7091 50342  871 1  174.8    493  0.542933  -4576495 -0.572396    26  0.060829  0.0017 0.000866 0.001044 0.003448  0.004879  0.027385  0.118976 -41.3234579516 -185.1941050163    26.06083
WGTN 96SEP17 1996.7118 50343  871 2  174.8    493  0.542700  -4576495 -0.581495    26  0.057888  0.0017 0.000859 0.001040 0.003462 -0.035330 -0.003170  0.129827 -41.3234580335 -185.1941050191    26.05789
WGTN 96SEP18 1996.7146 50344  871 3  174.8    493  0.533379  -4576495 -0.581392    26  0.063245  0.0017 0.000886 0.001073 0.003618 -0.056543 -0.017913  0.115498 -41.3234580326 -185.1941051304    26.06324
WGTN 96SEP19 1996.7173 50345  871 4  174.8    493  0.541948  -4576495 -0.578443    26  0.062213  0.0017 0.000845 0.001027 0.003399 -0.032950 -0.015200  0.126224 -41.3234580060 -185.1941050281    26.06221
WGTN 96SEP20 1996.7201 50346  871 5  174.8    493  0.542996  -4576495 -0.577261    26  0.054576  0.0017 0.000840 0.001021 0.003373 -0.032405 -0.012660  0.117862 -41.3234579954 -185.1941050156    26.05458
WGTN 96SEP21 1996.7228 50347  871 6  174.8    493  0.541899  -4576495 -0.579977    26  0.059350  0.0017 0.000856 0.001053 0.003459 -0.016847  0.016474  0.135064 -41.3234580198 -185.1941050287    26.05935
WGTN 96SEP22 1996.7255 50348  872 0  174.8    493  0.540922  -4576495 -0.582857    26  0.059306  0.0017 0.000837 0.001028 0.003369 -0.033070 -0.006342  0.096613 -41.3234580458 -185.1941050403    26.05931
WGTN 96SEP23 1996.7283 50349  872 1  174.8    493  0.541055  -4576495 -0.582087    26  0.059470  0.0017 0.000895 0.001091 0.003574  0.037331 -0.003461  0.118262 -41.3234580388 -185.1941050387    26.05947
WGTN 96SEP24 1996.7310 50350  872 2  174.8    493  0.538261  -4576495 -0.581494    26  0.063438  0.0017 0.000880 0.001085 0.003555 -0.032996 -0.011069  0.122103 -41.3234580335 -185.1941050721    26.06344
WGTN 96SEP25 1996.7337 50351  872 3  174.8    493  0.540389  -4576495 -0.580691    26  0.059038  0.0017 0.000830 0.001017 0.003367 -0.026028  0.007254  0.134966 -41.3234580263 -185.1941050467    26.05904
WGTN 96SEP26 1996.7365 50352  872 4  174.8    493  0.540129  -4576495 -0.582037    26  0.047528  0.0017 0.000838 0.001045 0.003458 -0.007141 -0.007518  0.150848 -41.3234580384 -185.1941050498    26.04753
WGTN 96SEP27 1996.7392 50353  872 5  174.8    493  0.537484  -4576495 -0.581125    26  0.070309  0.0017 0.000954 0.001160 0.003957  0.040987  0.068640  0.163530 -41.3234580302 -185.1941050814    26.07031
WGTN 96SEP28 1996.7420 50354  872 6  174.8    493  0.538932  -4576495 -0.581245    26  0.058157  0.0017 0.000882 0.001058 0.003677 -0.024929 -0.064421  0.128415 -41.3234580312 -185.1941050641    26.05816
WGTN 96SEP29 1996.7447 50355  873 0  174.8    493  0.538714  -4576495 -0.580529    26  0.064696  0.0017 0.000838 0.001027 0.003434 -0.045387 -0.030461  0.128764 -41.3234580248 -185.1941050667    26.06470
WGTN 96SEP30 1996.7474 50356  873 1  174.8    493  0.543315  -4576495 -0.580365    26  0.057905  0.0017 0.000854 0.001054 0.003528 -0.026768 -0.039990  0.146098 -41.3234580233 -185.1941050118    26.05791
WGTN 96OCT01 1996.7502 50357  873 2  174.8    493  0.533019  -4576495 -0.575383    26  0.053900  0.0017 0.000877 0.001098 0.003774 -0.008408 -0.040046  0.184334 -41.3234579785 -185.1941051347    26.05390
WGTN 96OCT02 1996.7529 50358  873 3  174.8    493  0.533722  -4576495 -0.580185    26  0.052674  0.0017 0.000821 0.001028 0.003426 -0.039149 -0.002464  0.116545 -41.3234580217 -185.1941051263    26.05267
WGTN 96OCT03 1996.7556 50359  873 4  174.8    493  0.533798  -4576495 -0.580917    26  0.052958  0.0017 0.000822 0.001027 0.003379  0.029468  0.011944  0.113218 -41.3234580283 -185.1941051254    26.05296
WGTN 96DEC05 1996.9281 50422  882 4  174.8    493  0.535708  -4576495 -0.569316    26  0.066907  0.0017 0.000869 0.001105 0.003629 -0.041227 -0.016182  0.132082 -41.3234579238 -185.1941051026    26.06691
WGTN 96DEC06 1996.9309 50423  882 5  174.8    493  0.538104  -4576495 -0.567529    26  0.073362  0.0017 0.000835 0.001069 0.003498 -0.044248 -0.020677  0.146390 -41.3234579077 -185.1941050740    26.07336
WGTN 96DEC07 1996.9336 50424  882 6  174.8    493  0.523633  -4576495 -0.573644    26  0.065382  0.0017 0.000837 0.001063 0.003501 -0.039430 -0.011152  0.130644 -41.3234579628 -185.1941052468    26.06538
