site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
VEXA 00MAR04 2000.1725 51607 1051 6  169.9   -547 -0.677757  -4833568 -0.679103  1494  0.736799  0.1180 0.000832 0.001095 0.003570 -0.074422 -0.094194 -0.073631 -43.6377089432 -190.1067872091  1494.73680
VEXA 00MAR05 2000.1752 51608 1052 0  169.9   -547 -0.683450  -4833568 -0.679810  1494  0.739538  0.1180 0.000810 0.001068 0.003598 -0.066653 -0.151549 -0.084539 -43.6377089496 -190.1067872796  1494.73954
VEXA 00MAR06 2000.1780 51609 1052 1  169.9   -547 -0.681843  -4833568 -0.679284  1494  0.737426  0.1180 0.000814 0.001115 0.003540 -0.045347 -0.144496 -0.051265 -43.6377089449 -190.1067872597  1494.73743
VEXA 00MAR07 2000.1807 51610 1052 2  169.9   -547 -0.681901  -4833568 -0.681453  1494  0.736771  0.1180 0.000787 0.001107 0.003501 -0.042069 -0.099936 -0.105560 -43.6377089644 -190.1067872604  1494.73677
VEXA 00MAR08 2000.1834 51611 1052 3  169.9   -547 -0.683567  -4833568 -0.679162  1494  0.731019  0.1180 0.000791 0.001077 0.003398 -0.044444 -0.102541 -0.069480 -43.6377089438 -190.1067872811  1494.73102
VEXA 00MAR09 2000.1862 51612 1052 4  169.9   -547 -0.680803  -4833568 -0.678341  1494  0.732869  0.1180 0.000781 0.001039 0.003414 -0.041609 -0.113609 -0.112247 -43.6377089364 -190.1067872468  1494.73287
VEXA 00MAR10 2000.1889 51613 1052 5  169.9   -547 -0.682616  -4833568 -0.675797  1494  0.730862  0.1180 0.000834 0.001102 0.003655 -0.106080 -0.197520 -0.060829 -43.6377089135 -190.1067872693  1494.73086
VEXA 00MAR11 2000.1916 51614 1052 6  169.9   -547 -0.680412  -4833568 -0.679894  1494  0.741278  0.1180 0.000794 0.001058 0.003423 -0.048784 -0.153159 -0.078829 -43.6377089504 -190.1067872420  1494.74128
VEXA 00MAR12 2000.1944 51615 1053 0  169.9   -547 -0.678789  -4833568 -0.681444  1494  0.727693  0.1180 0.000823 0.001103 0.003609 -0.040537 -0.109755 -0.086622 -43.6377089643 -190.1067872219  1494.72769
VEXA 00MAR13 2000.1971 51616 1053 1  169.9   -547 -0.680840  -4833568 -0.677366  1494  0.728108  0.1180 0.000822 0.001106 0.003621 -0.091000 -0.126665 -0.105902 -43.6377089276 -190.1067872473  1494.72811
VEXA 00MAR14 2000.1999 51617 1053 2  169.9   -547 -0.682134  -4833568 -0.676533  1494  0.729642  0.1180 0.000799 0.001073 0.003540 -0.049295 -0.084563 -0.106667 -43.6377089201 -190.1067872633  1494.72964
VEXA 00MAR15 2000.2026 51618 1053 3  169.9   -547 -0.679487  -4833568 -0.679527  1494  0.729053  0.1180 0.000777 0.001040 0.003393 -0.063333 -0.086046 -0.104464 -43.6377089471 -190.1067872305  1494.72905
VEXA 00MAR16 2000.2053 51619 1053 4  169.9   -547 -0.681841  -4833568 -0.679424  1494  0.728703  0.1180 0.000783 0.001043 0.003450 -0.045307 -0.154136 -0.091806 -43.6377089461 -190.1067872597  1494.72870
VEXA 00MAR17 2000.2081 51620 1053 5  169.9   -547 -0.679446  -4833568 -0.677282  1494  0.728467  0.1180 0.000815 0.001099 0.003593 -0.067978 -0.156585 -0.014378 -43.6377089269 -190.1067872300  1494.72847
VEXA 00MAR18 2000.2108 51621 1053 6  169.9   -547 -0.685568  -4833568 -0.676592  1494  0.725631  0.1180 0.000845 0.001107 0.003736 -0.051413 -0.199194 -0.033566 -43.6377089206 -190.1067873059  1494.72563
VEXA 00MAR19 2000.2136 51622 1054 0  169.9   -547 -0.678794  -4833568 -0.678662  1494  0.726497  0.1180 0.000774 0.001066 0.003443 -0.023868 -0.149398 -0.077215 -43.6377089393 -190.1067872219  1494.72650
VEXA 00MAR20 2000.2163 51623 1054 1  169.9   -547 -0.681526  -4833568 -0.674551  1494  0.734254  0.1180 0.000889 0.001179 0.004015 -0.115214 -0.174311 -0.033631 -43.6377089023 -190.1067872558  1494.73425
VEXA 00MAR21 2000.2190 51624 1054 2  169.9   -547 -0.681846  -4833568 -0.677628  1494  0.743380  0.1180 0.000809 0.001090 0.003584 -0.075428 -0.166279 -0.052314 -43.6377089300 -190.1067872598  1494.74338
VEXA 00MAR22 2000.2218 51625 1054 3  169.9   -547 -0.680327  -4833568 -0.681751  1494  0.738396  0.1180 0.000785 0.001076 0.003454 -0.033627 -0.111375 -0.079427 -43.6377089671 -190.1067872409  1494.73840
VEXA 00MAR23 2000.2245 51626 1054 4  169.9   -547 -0.677582  -4833568 -0.679311  1494  0.725937  0.1180 0.000806 0.001088 0.003589 -0.008060 -0.101808 -0.067787 -43.6377089451 -190.1067872069  1494.72594
VEXA 00MAR24 2000.2272 51627 1054 5  169.9   -547 -0.681114  -4833568 -0.676652  1494  0.739225  0.1180 0.000796 0.001069 0.003529 -0.017316 -0.133852 -0.087399 -43.6377089212 -190.1067872507  1494.73923
VEXA 00MAR25 2000.2300 51628 1054 6  169.9   -547 -0.681880  -4833568 -0.679876  1494  0.734096  0.1180 0.000776 0.001053 0.003397  0.017424 -0.081183 -0.083332 -43.6377089502 -190.1067872602  1494.73410
VEXA 00MAR26 2000.2327 51629 1055 0  169.9   -547 -0.682145  -4833568 -0.680237  1494  0.736024  0.1180 0.000829 0.001110 0.003640 -0.055714 -0.172422 -0.068719 -43.6377089535 -190.1067872635  1494.73602
VEXA 00MAR27 2000.2355 51630 1055 1  169.9   -547 -0.675544  -4833568 -0.677244  1494  0.731609  0.1180 0.000826 0.001105 0.003653 -0.084215 -0.129983 -0.097374 -43.6377089265 -190.1067871817  1494.73161
VEXA 00MAR28 2000.2382 51631 1055 2  169.9   -547 -0.684673  -4833568 -0.677557  1494  0.728486  0.1180 0.000797 0.001078 0.003482 -0.045661 -0.165109 -0.046154 -43.6377089293 -190.1067872948  1494.72849
VEXA 00MAR29 2000.2409 51632 1055 3  169.9   -547 -0.676262  -4833568 -0.679491  1494  0.731159  0.1180 0.000818 0.001118 0.003548 -0.122777 -0.150959 -0.037441 -43.6377089467 -190.1067871906  1494.73116
VEXA 00MAR30 2000.2437 51633 1055 4  169.9   -547 -0.678431  -4833568 -0.676837  1494  0.733319  0.1180 0.000817 0.001113 0.003492 -0.074023 -0.143324 -0.026566 -43.6377089229 -190.1067872174  1494.73332
VEXA 00MAR31 2000.2464 51634 1055 5  169.9   -547 -0.680024  -4833568 -0.679635  1494  0.730875  0.1180 0.000884 0.001273 0.004145 -0.024141 -0.106310  0.147599 -43.6377089480 -190.1067872372  1494.73088
VEXA 00APR01 2000.2491 51635 1055 6  169.9   -547 -0.685892  -4833568 -0.680453  1494  0.735447  0.1180 0.000842 0.001149 0.003761 -0.020762 -0.111398 -0.037466 -43.6377089554 -190.1067873099  1494.73545
VEXA 00APR02 2000.2519 51636 1056 0  169.9   -547 -0.679704  -4833568 -0.684937  1494  0.739533  0.1180 0.000814 0.001093 0.003511 -0.028435 -0.130557 -0.056762 -43.6377089958 -190.1067872332  1494.73953
VEXA 00APR03 2000.2546 51637 1056 1  169.9   -547 -0.683110  -4833568 -0.677275  1494  0.744935  0.1180 0.000828 0.001125 0.003569 -0.049595 -0.115980 -0.038461 -43.6377089268 -190.1067872754  1494.74494
VEXA 00APR04 2000.2574 51638 1056 2  169.9   -547 -0.680073  -4833568 -0.685750  1494  0.732828  0.1180 0.000829 0.001134 0.003546 -0.034214 -0.083211 -0.041471 -43.6377090031 -190.1067872378  1494.73283
VEXA 00APR05 2000.2601 51639 1056 3  169.9   -547 -0.680877  -4833568 -0.680208  1494  0.743175  0.1180 0.000816 0.001098 0.003559 -0.056384 -0.169917 -0.036645 -43.6377089532 -190.1067872477  1494.74317
VEXA 00APR06 2000.2628 51640 1056 4  169.9   -547 -0.684183  -4833568 -0.681535  1494  0.726118  0.1180 0.000888 0.001191 0.003911 -0.024165 -0.079316  0.059283 -43.6377089651 -190.1067872887  1494.72612
VEXA 00APR07 2000.2656 51641 1056 5  169.9   -547 -0.680071  -4833568 -0.682162  1494  0.740712  0.1180 0.000854 0.001154 0.003671 -0.026969 -0.140167  0.016174 -43.6377089708 -190.1067872378  1494.74071
VEXA 00APR08 2000.2683 51642 1056 6  169.9   -547 -0.678525  -4833568 -0.682910  1494  0.723902  0.1180 0.000805 0.001084 0.003450  0.016458 -0.090488 -0.041804 -43.6377089775 -190.1067872186  1494.72390
VEXA 00APR09 2000.2710 51643 1057 0  169.9   -547 -0.683358  -4833568 -0.682952  1494  0.732391  0.1180 0.000811 0.001100 0.003581 -0.013079 -0.119141 -0.010972 -43.6377089779 -190.1067872785  1494.73239
VEXA 00APR10 2000.2738 51644 1057 1  169.9   -547 -0.677870  -4833568 -0.682276  1494  0.722886  0.1180 0.000799 0.001104 0.003501  0.014281 -0.069194  0.007079 -43.6377089718 -190.1067872105  1494.72289
VEXA 00APR11 2000.2765 51645 1057 2  169.9   -547 -0.680977  -4833568 -0.682494  1494  0.736976  0.1180 0.000766 0.001050 0.003233 -0.034164 -0.082778 -0.017106 -43.6377089738 -190.1067872490  1494.73698
VEXA 00APR12 2000.2793 51646 1057 3  169.9   -547 -0.679613  -4833568 -0.681828  1494  0.738926  0.1180 0.000840 0.001108 0.003537 -0.009233 -0.182163 -0.041064 -43.6377089678 -190.1067872321  1494.73893
VEXA 01FEB03 2001.0924 51943 1099 6  169.9   -547 -0.692904  -4833568 -0.645005  1494  0.730888  0.1180 0.000836 0.001073 0.003532 -0.016552 -0.129728  0.015811 -43.6377086364 -190.1067873968  1494.73089
VEXA 01FEB04 2001.0951 51944 1100 0  169.9   -547 -0.688781  -4833568 -0.644221  1494  0.731634  0.1180 0.000865 0.001131 0.003772  0.022722 -0.029178 -0.041592 -43.6377086293 -190.1067873457  1494.73163
VEXA 01FEB05 2001.0979 51945 1100 1  169.9   -547 -0.694382  -4833568 -0.649054  1494  0.730111  0.1180 0.000810 0.001087 0.003436  0.015842 -0.072879  0.025113 -43.6377086728 -190.1067874151  1494.73011
VEXA 01FEB06 2001.1006 51946 1100 2  169.9   -547 -0.696251  -4833568 -0.646190  1494  0.738229  0.1180 0.000802 0.001066 0.003374 -0.001075  0.003307  0.011733 -43.6377086470 -190.1067874382  1494.73823
VEXA 01FEB07 2001.1034 51947 1100 3  169.9   -547 -0.690908  -4833568 -0.646436  1494  0.737304  0.1180 0.000829 0.001067 0.003466 -0.011987 -0.047786 -0.030887 -43.6377086492 -190.1067873720  1494.73730
VEXA 01FEB08 2001.1061 51948 1100 4  169.9   -547 -0.690953  -4833568 -0.645033  1494  0.729761  0.1180 0.000836 0.001101 0.003559 -0.017337 -0.094229 -0.037583 -43.6377086366 -190.1067873726  1494.72976
VEXA 01FEB09 2001.1088 51949 1100 5  169.9   -547 -0.692727  -4833568 -0.645805  1494  0.730072  0.1180 0.000856 0.001095 0.003672 -0.029354 -0.140428 -0.022829 -43.6377086436 -190.1067873946  1494.73007
VEXA 01FEB10 2001.1116 51950 1100 6  169.9   -547 -0.694227  -4833568 -0.643611  1494  0.739117  0.1180 0.000817 0.001089 0.003524 -0.017294 -0.099840 -0.010454 -43.6377086238 -190.1067874131  1494.73912
VEXA 01FEB11 2001.1143 51951 1101 0  169.9   -547 -0.693442  -4833568 -0.642651  1494  0.737089  0.1180 0.000863 0.001132 0.003717 -0.005978 -0.014978  0.016627 -43.6377086152 -190.1067874034  1494.73709
VEXA 01FEB12 2001.1170 51952 1101 1  169.9   -547 -0.694642  -4833568 -0.643973  1494  0.740094  0.1180 0.000861 0.001131 0.003603 -0.055271 -0.076313  0.012674 -43.6377086271 -190.1067874183  1494.74009
VEXA 01FEB13 2001.1198 51953 1101 2  169.9   -547 -0.693640  -4833568 -0.646327  1494  0.733045  0.1180 0.000832 0.001115 0.003611 -0.010126 -0.081699  0.035596 -43.6377086482 -190.1067874059  1494.73305
VEXA 01FEB14 2001.1225 51954 1101 3  169.9   -547 -0.696435  -4833568 -0.644261  1494  0.743166  0.1180 0.000824 0.001100 0.003514 -0.032929 -0.107461  0.033051 -43.6377086297 -190.1067874405  1494.74317
VEXA 01FEB15 2001.1253 51955 1101 4  169.9   -547 -0.696881  -4833568 -0.642954  1494  0.739293  0.1180 0.000819 0.001111 0.003597 -0.027132 -0.145762  0.045236 -43.6377086179 -190.1067874460  1494.73929
VEXA 01FEB16 2001.1280 51956 1101 5  169.9   -547 -0.694349  -4833568 -0.643223  1494  0.736981  0.1180 0.000800 0.001061 0.003401 -0.018758 -0.102295 -0.003746 -43.6377086203 -190.1067874147  1494.73698
VEXA 01FEB17 2001.1307 51957 1101 6  169.9   -547 -0.694017  -4833568 -0.643620  1494  0.731237  0.1180 0.000800 0.001088 0.003361 -0.061928 -0.102274 -0.009409 -43.6377086239 -190.1067874106  1494.73124
VEXA 01FEB18 2001.1335 51958 1102 0  169.9   -547 -0.693495  -4833568 -0.642953  1494  0.733792  0.1180 0.000842 0.001145 0.003589 -0.049196 -0.096885 -0.043250 -43.6377086179 -190.1067874041  1494.73379
VEXA 01FEB19 2001.1362 51959 1102 1  169.9   -547 -0.694407  -4833568 -0.643072  1494  0.733223  0.1180 0.000821 0.001122 0.003564 -0.049417 -0.082325  0.062879 -43.6377086190 -190.1067874154  1494.73322
VEXA 01FEB20 2001.1389 51960 1102 2  169.9   -547 -0.691889  -4833568 -0.645832  1494  0.736233  0.1180 0.000860 0.001114 0.003670 -0.044366 -0.076020 -0.005688 -43.6377086438 -190.1067873842  1494.73623
VEXA 01FEB21 2001.1417 51961 1102 3  169.9   -547 -0.691009  -4833568 -0.641351  1494  0.734180  0.1180 0.000857 0.001147 0.003698  0.016419 -0.093990 -0.041350 -43.6377086035 -190.1067873733  1494.73418
VEXA 01FEB22 2001.1444 51962 1102 4  169.9   -547 -0.694215  -4833568 -0.647043  1494  0.738458  0.1180 0.000903 0.001241 0.003884 -0.034244 -0.061075  0.062310 -43.6377086547 -190.1067874130  1494.73846
VEXA 01FEB23 2001.1472 51963 1102 5  169.9   -547 -0.693154  -4833568 -0.644434  1494  0.736182  0.1180 0.000854 0.001141 0.003621 -0.014270 -0.074366 -0.002553 -43.6377086312 -190.1067873999  1494.73618
VEXA 01FEB24 2001.1499 51964 1102 6  169.9   -547 -0.693119  -4833568 -0.640832  1494  0.735157  0.1180 0.000874 0.001191 0.003731  0.007556 -0.039889  0.053813 -43.6377085988 -190.1067873994  1494.73516
VEXA 01FEB25 2001.1526 51965 1103 0  169.9   -547 -0.693059  -4833568 -0.642647  1494  0.737532  0.1180 0.000849 0.001175 0.003670 -0.028356 -0.122352  0.008703 -43.6377086151 -190.1067873987  1494.73753
VEXA 01FEB26 2001.1554 51966 1103 1  169.9   -547 -0.693893  -4833568 -0.644781  1494  0.739448  0.1180 0.000831 0.001081 0.003509  0.004524 -0.043445  0.033334 -43.6377086343 -190.1067874090  1494.73945
VEXA 01FEB27 2001.1581 51967 1103 2  169.9   -547 -0.693636  -4833568 -0.641940  1494  0.737152  0.1180 0.000836 0.001132 0.003696 -0.042245 -0.073555  0.016406 -43.6377086088 -190.1067874058  1494.73715
VEXA 01FEB28 2001.1608 51968 1103 3  169.9   -547 -0.694186  -4833568 -0.643715  1494  0.738734  0.1180 0.000836 0.001152 0.003681 -0.046083 -0.098733  0.032319 -43.6377086247 -190.1067874126  1494.73873
VEXA 01MAR01 2001.1636 51969 1103 4  169.9   -547 -0.695336  -4833568 -0.642361  1494  0.744246  0.1180 0.000847 0.001182 0.003685 -0.010013 -0.058785  0.039601 -43.6377086125 -190.1067874269  1494.74425
VEXA 01MAR02 2001.1663 51970 1103 5  169.9   -547 -0.694527  -4833568 -0.646215  1494  0.743211  0.1180 0.000898 0.001172 0.003814 -0.059470 -0.031941  0.013807 -43.6377086472 -190.1067874169  1494.74321
VEXA 01MAR03 2001.1691 51971 1103 6  169.9   -547 -0.692368  -4833568 -0.643634  1494  0.737826  0.1180 0.000827 0.001100 0.003580 -0.021208 -0.079215 -0.015109 -43.6377086240 -190.1067873901  1494.73783
VEXA 01MAR04 2001.1718 51972 1104 0  169.9   -547 -0.692766  -4833568 -0.645034  1494  0.737596  0.1180 0.000844 0.001122 0.003668 -0.031075 -0.064343  0.042968 -43.6377086366 -190.1067873951  1494.73760
VEXA 01MAR05 2001.1745 51973 1104 1  169.9   -547 -0.693209  -4833568 -0.643893  1494  0.736568  0.1180 0.000866 0.001162 0.003744 -0.002647  0.018452  0.005412 -43.6377086263 -190.1067874005  1494.73657
VEXA 01MAR06 2001.1773 51974 1104 2  169.9   -547 -0.692706  -4833568 -0.643937  1494  0.737519  0.1180 0.000830 0.001094 0.003586 -0.044542 -0.049844 -0.009281 -43.6377086267 -190.1067873943  1494.73752
VEXA 01MAR07 2001.1800 51975 1104 3  169.9   -547 -0.694033  -4833568 -0.642854  1494  0.743375  0.1180 0.000810 0.001098 0.003470 -0.042555 -0.065287  0.037794 -43.6377086170 -190.1067874107  1494.74337
VEXA 01MAR08 2001.1828 51976 1104 4  169.9   -547 -0.694559  -4833568 -0.642331  1494  0.735517  0.1180 0.000806 0.001092 0.003498 -0.013185 -0.119396  0.044576 -43.6377086123 -190.1067874173  1494.73552
VEXA 01MAR09 2001.1855 51977 1104 5  169.9   -547 -0.693358  -4833568 -0.643530  1494  0.735163  0.1180 0.000836 0.001129 0.003690 -0.048173 -0.143291  0.003898 -43.6377086231 -190.1067874024  1494.73516
VEXA 01MAR10 2001.1882 51978 1104 6  169.9   -547 -0.690516  -4833568 -0.643490  1494  0.737587  0.1180 0.000854 0.001171 0.003683 -0.001247 -0.097854 -0.023754 -43.6377086227 -190.1067873672  1494.73759
VEXA 01MAR11 2001.1910 51979 1105 0  169.9   -547 -0.694054  -4833568 -0.638521  1494  0.737393  0.1180 0.000830 0.001113 0.003539 -0.038996 -0.124207  0.000496 -43.6377085780 -190.1067874110  1494.73739
VEXA 01MAR12 2001.1937 51980 1105 1  169.9   -547 -0.692853  -4833568 -0.638134  1494  0.743629  0.1180 0.000867 0.001141 0.003763  0.045533 -0.032196 -0.000850 -43.6377085745 -190.1067873961  1494.74363
VEXA 01MAR13 2001.1964 51981 1105 2  169.9   -547 -0.692475  -4833568 -0.639918  1494  0.744171  0.1180 0.000828 0.001113 0.003619 -0.042963 -0.134660  0.086046 -43.6377085906 -190.1067873914  1494.74417
VEXA 01MAR14 2001.1992 51982 1105 3  169.9   -547 -0.694283  -4833568 -0.644307  1494  0.732580  0.1180 0.000811 0.001111 0.003646  0.015911 -0.139619 -0.000522 -43.6377086301 -190.1067874138  1494.73258
VEXA 01MAR15 2001.2019 51983 1105 4  169.9   -547 -0.691405  -4833568 -0.642829  1494  0.735634  0.1180 0.000843 0.001119 0.003621 -0.045658 -0.098149 -0.022639 -43.6377086168 -190.1067873782  1494.73563
VEXA 01MAR16 2001.2047 51984 1105 5  169.9   -547 -0.693331  -4833568 -0.642253  1494  0.731357  0.1180 0.000856 0.001120 0.003704  0.042031 -0.005624 -0.019075 -43.6377086116 -190.1067874020  1494.73136
VEXA 01MAR17 2001.2074 51985 1105 6  169.9   -547 -0.691934  -4833568 -0.643216  1494  0.731898  0.1180 0.000828 0.001093 0.003591  0.079916 -0.053675 -0.043622 -43.6377086202 -190.1067873847  1494.73190
VEXA 01MAR18 2001.2101 51986 1106 0  169.9   -547 -0.695232  -4833568 -0.643179  1494  0.730210  0.1180 0.000827 0.001093 0.003614  0.041593 -0.036755  0.032956 -43.6377086199 -190.1067874256  1494.73021
VEXA 01MAR19 2001.2129 51987 1106 1  169.9   -547 -0.689575  -4833568 -0.641352  1494  0.735180  0.1180 0.000850 0.001121 0.003708  0.045157 -0.103412  0.036676 -43.6377086035 -190.1067873555  1494.73518
VEXA 01MAR21 2001.2183 51989 1106 3  169.9   -547 -0.691910  -4833568 -0.640715  1494  0.737935  0.1180 0.000827 0.001074 0.003639 -0.017784 -0.054827 -0.039306 -43.6377085977 -190.1067873844  1494.73794
VEXA 01MAR22 2001.2211 51990 1106 4  169.9   -547 -0.690651  -4833568 -0.638707  1494  0.733652  0.1180 0.000817 0.001103 0.003564  0.002092 -0.077567  0.045715 -43.6377085797 -190.1067873688  1494.73365
VEXA 01MAR23 2001.2238 51991 1106 5  169.9   -547 -0.693066  -4833568 -0.643771  1494  0.734155  0.1180 0.000820 0.001087 0.003541  0.036915 -0.095646  0.054180 -43.6377086252 -190.1067873988  1494.73415
